1472738688;48.86451;2.38295
1472738688;48.86451;2.38295
1472738732;48.86451;2.38296
1472738732;48.86451;2.38296
1472738732;48.86451;2.38296
1472738733;48.86451;2.38296
1472738737;48.86451;2.38296
1472738754;48.86451;2.38296
1472738755;48.86451;2.38296
1472738791;48.86451;2.38296
1472738792;48.86451;2.38297
1472738799;48.86451;2.38297
1472738809;48.86451;2.38297
1472738809;48.86451;2.38297
1472738837;48.86451;2.38297
1472738840;48.86451;2.38297
1472738859;48.86451;2.38297
1472738859;48.86451;2.38297
1472738881;48.86452;2.38297
1472738901;48.86452;2.38297
1472738908;48.86452;2.38297
1472738910;48.86452;2.38297
1472739123;48.86399;2.38257
1472739224;48.86311;2.38647
1472739710;48.86183;2.404
1472739740;48.86183;2.404
1472739770;48.86183;2.404
1472797960;48.86183;2.404
1472797990;48.86183;2.404
1472797996;48.86183;2.404
1472797998;48.86183;2.404
1472797999;48.86183;2.404
1472800730;49.00352;2.56381
1472800758;49.00352;2.56381
1472800788;49.00352;2.56381
1472801313;49.00352;2.56381
1472801361;49.00352;2.56381
1472801405;49.00352;2.56381
1472801416;49.00352;2.56381
1472801416;49.00352;2.56381
1472804736;48.87158;2.38657
1472804773;48.87158;2.38657
1472804803;48.87158;2.38657
1472805543;48.87158;2.38656
1472805563;48.87173;2.38633
1472805566;48.87168;2.38643
1472805567;48.87166;2.38646
1472805572;48.87163;2.3865
1472805973;48.86892;2.3877
1472806012;48.8689;2.3877
1472806042;48.8689;2.3877
1472807311;48.86874;2.38777
1472807309;48.86874;2.38777
1472807350;48.8688;2.38774
1472807353;48.8688;2.38774
1472807354;48.86879;2.38774
1472807562;48.86859;2.38495
1472807839;48.86918;2.38046
1472809795;48.88774;2.33767
1472809843;48.88774;2.33765
1472809843;48.88774;2.33765
1472809843;48.88774;2.33764
1472809889;48.88769;2.33758
1472809954;48.88768;2.33757
1472809984;48.88768;2.33757
1472811636;48.88763;2.33751
1472811653;48.88752;2.33748
1472811655;48.88753;2.33748
1472811656;48.88753;2.33748
1472811666;48.88749;2.33738
1472814283;48.86526;2.40729
1472814318;48.86526;2.40729
1472814347;48.86526;2.40729
1472821245;48.86526;2.40729
1472821258;48.86513;2.40716
1472821261;48.86515;2.40723
1472821262;48.86516;2.40724
1472821275;48.86524;2.40731
1472822070;48.84971;2.41618
1472822158;48.84971;2.41618
1472822188;48.84971;2.41618
1472827790;48.84971;2.41619
1472827807;48.84992;2.4166
1472827810;48.84994;2.41664
1472827810;48.84994;2.41665
1472827827;48.84991;2.41655
1472830881;48.8551;2.41533
1472830920;48.8551;2.41533
1472830931;48.8551;2.41533
1472830934;48.8551;2.41533
1472830935;48.8551;2.41533
1472828253;48.8551;2.41533
1472828280;48.8551;2.41533
1472828310;48.8551;2.41533
1472831439;48.85221;2.41739
