1472831468;48.85221;2.41739
1472832924;48.85221;2.41739
1472832944;48.85221;2.41739
1472832949;48.85221;2.41739
1472832951;48.85221;2.41739
1472832962;48.85221;2.41739
1472839799;48.86344;2.34036
1472839811;48.86344;2.34036
1472839841;48.86344;2.34036
1472843809;48.86344;2.34036
1472843837;48.86344;2.34036
1472843839;48.86344;2.34036
1472843844;48.86344;2.34036
1472843845;48.86344;2.34036
1472845059;48.86647;2.37981
1472845066;48.86655;2.38029
1472845207;48.86488;2.38519
1472845273;48.86356;2.38683
1472846025;48.84982;2.41625
1472846130;48.84982;2.41625
1472846131;48.84982;2.41625
1472846132;48.84982;2.41625
1472846514;48.86475;2.40573
1472847691;48.86475;2.40573
1472847696;48.86478;2.40559
1472847697;48.86478;2.40559
1472847711;48.86488;2.40569
1472847713;48.86489;2.4057
1472847720;48.8649;2.40575
1472847721;48.8649;2.4058
1472847722;48.86492;2.4058
1472847723;48.86491;2.4058
1472848008;48.86194;2.40417
1472848044;48.86194;2.40417
1472848074;48.86194;2.40417
1472886912;48.86194;2.40417
1472886943;48.86194;2.40417
1472886947;48.86194;2.40417
1472886948;48.86194;2.40417
1472886957;48.86194;2.40417
1472887183;48.86194;2.40417
1472887567;48.86435;2.40585
1472887575;48.86457;2.40522
1472887576;48.86457;2.40522
1472888149;48.84937;2.41619
1472890092;48.84932;2.41623
1472890115;48.8493;2.41622
1472890116;48.8493;2.41622
1472890486;48.85212;2.41746
1472892047;48.85212;2.41746
1472892047;48.85212;2.41746
1472892055;48.85212;2.41746
1472892641;48.85518;2.41573
1472892657;48.85518;2.41573
1472892687;48.85518;2.41573
1472895591;48.85518;2.41573
1472895627;48.85518;2.41573
1472895629;48.85518;2.41573
1472895629;48.85518;2.41573
1472895630;48.85518;2.41573
1472897894;48.86086;2.35463
1472898894;48.86076;2.35499
1472898897;48.86083;2.35498
1472898898;48.86084;2.35498
1472899294;48.86295;2.3547
1472906229;48.86295;2.3547
1472906233;48.86295;2.3547
1472906234;48.86295;2.3547
1472907270;48.85372;2.34744
1472916799;48.85372;2.34744
1472916805;48.85372;2.34744
1472916806;48.85372;2.34744
1472907304;48.85372;2.34744
1472907306;48.85372;2.34744
1472907335;48.85372;2.34744
1472917464;48.86013;2.32347
1472918522;48.84274;2.32194
1472920743;48.84274;2.32194
1472920746;48.84274;2.32194
1472920747;48.84274;2.32194
1472921860;48.85341;2.2901
1472921995;48.85341;2.2901
1472921995;48.85341;2.2901
1472921996;48.85341;2.2901
1472923223;48.87011;2.30447
1472923345;48.86792;2.30026
1472923352;48.86792;2.30026
1472923352;48.86792;2.30026
1472924036;48.87856;2.28255
1472930131;48.87856;2.28255
1472930139;48.87856;2.28255
1472930140;48.87856;2.28255
1472924036;48.87856;2.28255
1472930709;48.8875;2.29101
1472932162;48.86192;2.40419
1472973060;48.86192;2.40419
1472973069;48.86192;2.40419
1472973070;48.86192;2.40419
1472973727;48.84953;2.41638
1472975263;48.84948;2.41635
1472975267;48.84948;2.41635
1472975268;48.84948;2.41635
1472980883;47.8208;1.64136
1472982146;47.82074;1.64142
1472982149;47.82074;1.64141
1472982150;47.82074;1.6414
1472986183;47.16687;0.63028
1472989586;47.16684;0.63022
1472989598;47.16683;0.63021
1472989599;47.16683;0.63021
1472993986;46.29653;-0.37841
1472994009;46.29653;-0.37841
1472994011;46.29653;-0.37841
1472994012;46.29653;-0.37841
1472994039;46.29653;-0.37834
1472994755;46.29657;-0.37823
1472994748;46.29653;-0.37834
1472994757;46.29658;-0.37821
1472994780;46.29678;-0.37808
1472995734;46.29668;-0.37812
1472995746;46.29676;-0.3781
1472995747;46.29677;-0.37813
1473002420;44.88926;-0.5649
1473059152;44.88929;-0.56494
1473059159;44.88922;-0.56495
1473059161;44.88922;-0.56495
1473063575;45.03775;0.36978
1473065107;45.03775;0.36978
1473065207;45.0378;0.3699
1473065208;45.0378;0.3699
1473066509;45.14312;0.41199
1473067684;45.14312;0.41199
1473067687;45.14312;0.41205
1473067688;45.14316;0.41202
1473067683;45.14312;0.41199
1473067781;45.143;0.412
1473070763;45.18447;0.71587
1473075745;45.18429;0.71564
1473075746;45.18429;0.71564
1473075747;45.18429;0.71564
1473076805;45.18496;0.77377
1473078142;45.18493;0.7738
1473078145;45.18493;0.7738
1473078146;45.18493;0.7738
1473078391;45.1858;0.77514
1473078511;45.1858;0.77514
1473078513;45.1858;0.77514
1473078514;45.1858;0.77514
1473082718;45.54158;1.50865
1473084253;45.54157;1.50865
1473084255;45.54157;1.50865
1473084256;45.54146;1.50852
1473090554;47.09032;1.84459
1473091808;47.09029;1.84455
1473091812;47.09029;1.84455
1473091813;47.09029;1.84455
1473101562;48.86499;2.37287
1473102884;48.8653;2.37262
1473102886;48.8653;2.37262
1473102888;48.8653;2.37262
1473103052;48.866;2.3782
1473103079;48.86655;2.38031
1473103125;48.86721;2.38315
1473103197;48.86925;2.3806
1473104212;48.86522;2.37287
1473105418;48.86513;2.37312
1473105420;48.86513;2.37312
1473105420;48.86513;2.37312
1473105524;48.86453;2.37895
1473105535;48.86421;2.38059
1473105552;48.86401;2.38171
1473105575;48.86307;2.38647
1473105813;48.86483;2.40552
1473106982;48.86521;2.40595
1473107010;48.86484;2.40563
1473107024;48.86485;2.40562
1473107025;48.86485;2.40562
1473107026;48.86486;2.40562
1473107332;48.86193;2.40418
1473139910;48.86193;2.40418
1473139913;48.86193;2.40418
1473139915;48.86193;2.40418
1473140423;48.86553;2.38667
1473140432;48.86525;2.38551
1473140522;48.86406;2.38115
1473140536;48.86449;2.37876
1473140782;48.86512;2.37288
1473143634;48.86519;2.37279
1473143636;48.8652;2.37281
1473143638;48.8652;2.37281
1473147266;48.88323;2.34551
1473147413;48.88323;2.34551
1473147413;48.88323;2.34551
1473147414;48.88323;2.34551
1473147589;48.88265;2.34242
1473148605;48.88263;2.34217
1473148606;48.88263;2.34216
1473148607;48.88262;2.34216
1473149429;48.89589;2.34649
1473149434;48.89589;2.34649
1473149436;48.89589;2.34649
1473149438;48.89589;2.34649
1473150855;49.07075;2.55308
1473151145;49.07068;2.553
1473151142;49.07075;2.55308
1473151144;49.07075;2.55308
1473151144;49.07075;2.55308
1473152211;49.07091;2.553
1473152220;49.07092;2.55303
1473152221;49.07092;2.55303
1473159629;50.8965;3.17693
1473160451;50.8965;3.17693
1473162248;51.2057;3.21723
1473169592;51.2057;3.21723
1473169583;51.2057;3.21723
1473169594;51.2057;3.21723
1473170682;51.18801;3.10638
1473171009;51.18801;3.10638
1473171010;51.18801;3.10638
1473171012;51.18803;3.10633
1473172044;51.23126;2.91254
1473182575;51.23126;2.91254
1473182584;51.23126;2.91254
1473182586;51.23126;2.91254
1473192653;49.07148;2.55141
1473193012;49.07148;2.55141
1473193028;49.07124;2.55159
1473193771;49.07126;2.55159
1473193773;49.07125;2.5516
1473193775;49.07125;2.5516
1473196147;48.86592;2.37824
1473196164;48.86633;2.37993
1473196206;48.86723;2.38311
1473196253;48.86918;2.38052
1473196642;48.87431;2.38948
1473200954;48.87431;2.38948
1473200956;48.87431;2.38948
1473200958;48.87431;2.38948
1473201340;48.86521;2.40613
1473201930;48.86521;2.40613
1473201933;48.8652;2.40616
1473201934;48.86516;2.40615
1473202329;48.86186;2.40411
1473227482;48.86186;2.40411
1473227489;48.86186;2.40411
1473227490;48.86186;2.40411
1473228066;48.87384;2.38775
1473230303;48.87373;2.38763
1473230307;48.87372;2.38762
1473230309;48.87371;2.38762
1473230886;48.87758;2.39517
1473231500;48.87758;2.39517
1473234895;49.00344;2.56422
1473236912;49.00344;2.56422
1473236916;49.00344;2.56422
1473236917;49.00344;2.56422
1473241614;48.86185;2.404
1473250625;48.86185;2.404
1473250626;48.86185;2.404
1473250627;48.86185;2.404
1473251139;48.8637;2.3868
1473251156;48.865;2.38529
1473251328;48.86516;2.38422
1473251346;48.86516;2.38421
1473251352;48.86516;2.38421
1473251354;48.86516;2.38421
1473251354;48.86516;2.38421
1473251374;48.86516;2.38421
1473251382;48.86516;2.38421
1473251393;48.86516;2.38421
1473251393;48.86516;2.38421
